-20	-0.72105	0.31650
-18	-0.67966	0.27172
-16	-0.66904	0.24028
-14	-0.71512	0.22208
-12	-1.09377	0.14917
-10	-1.00875	0.10579
-8	-0.85941	0.06474
-6	-0.70138	0.03063
-4	-0.53528	0.00709
-2	-0.29714	-0.00742
0	-0.01937	-0.00765
2	0.22705		0.00106
4	0.47889		0.02598
6	0.64492		0.05652
8	0.78738		0.09450
10	0.92841		0.13571
12	1.01746		0.18095
14	0.73258		0.24347
16	0.66710		0.25591
18	0.68611		0.29031
20	0.72199		0.33333
