0.2585458899	-0.58883332
0.2420335429	-0.5949187613
0.2270961061	-0.6016695557
0.2089631897	-0.5992864821
0.1947376284	-0.6065582787
0.1743533126	-0.6127478864
0.1572908929	-0.6320997982
0.1351702652	-0.6763689536
0.0444599667	-0.7695434416
0.0335411546	-0.7323442574
0.0312516452	-0.6847037102
0.0258368968	-0.6374642483
0.0171678858	-0.5833443301
0.0154583797	-0.5284954131
0.0030910171	-0.4664809339
0.0097966182	-0.4097888461
0.0076575356	-0.3489935448
0.0086238118	-0.2682559419
0.0077133311	-0.1797639497
0.0065871965	-0.0919071836
0.0111669569	-0.0067914102
0.017441321	0.0878936346
0.0209793464	0.1729846676
0.0219878627	0.2603246645
0.0276492658	0.3378556124
0.0204881307	0.405450329
0.0417710159	0.4672175231
0.0423623183	0.520252893
0.0474386843	0.5745014034
0.0526975246	0.6254171558
0.0604880907	0.6726237249
0.0697012685	0.7197701627
0.0813314937	0.7560209561
0.1656436491	0.6379259975
0.1857509457	0.6118596458
0.2030693733	0.6039058568
0.2206724676	0.5951725741
0.2350736149	0.5897298261
0.2537618115	0.5871276173
0.2616940642	0.5775011809
0.2810908904	0.5781601063
